"STATION","NAME","DATE","DSND","DSNW","EMSD","EMSN","EMXP","PRCP","SNOW"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-08","0","0","0","0.0","1.13","2.93","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-09","0","0","0","0.0","2.30","7.30","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-10","0","0","0","0.0","1.57","2.73","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-11","3","2","6","5.9","0.89","3.49","9.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1987-12","3","1","6","6.2","0.76","2.13","7.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-01","17","2","14","9.0","0.81","2.51","17.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-02","16","2","8","7.6","1.85","3.93","14.1"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-03","3","2","3","3.4","1.55","3.52","5.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-04","0","0","0","0.0","0.68","1.48","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-05","0","0","0","0.0","1.03","2.86","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-06","0","0","0","0.0","0.31","1.29","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-07","0","0","0","0.0","2.40","7.62","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-08","0","0","0","0.0","0.40","1.11","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-09","0","0","0","0.0","0.86","1.29","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-10","0","0","0","0.0","0.70","1.60","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-11","0","0","0","0.0","2.25","6.57","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-12","3","1","2","3.1","0.41","1.02","3.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-01","0","0","0","0.8","0.18","0.62","1.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-02","4","3","5","2.1","1.09","2.51","6.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-03","5","1","2","1.4","0.91","3.07","3.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-04","0","0","0","0.4","0.95","3.57","0.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-05","0","0","0","0.0","1.42","3.55","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-06","0","0","0","0.0","0.74","2.84","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-07","0","0","0","0.0","1.37","5.09","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-08","0","0","0","0.0","2.13","5.92","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-09","0","0","0","0.0","1.35","4.61","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-10","0","0","0","0.0","1.18","5.72","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-11","3","1","4","4.4","1.18","4.13","4.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-12","12","2","3","2.9","0.23","0.81","6.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-01","5","3","7","3.5","1.00","3.78","7.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-02","11","4","10","5.7","0.88","3.60","16.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-03","4","1","6","3.6","0.56","1.71","4.1"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-04","0","0","0","0.5","2.30","5.94","0.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-05","0","0","0","0.0","1.63","6.53","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-06","0","0","0","0.0","0.31","0.69","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-07","0","0","0","0.0","1.92","4.08","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-08","0","0","0","0.0","2.80","6.57","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-09","0","0","0","0.0","0.57","1.67","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-10","0","0","0","0.0","3.34","7.36","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-11","0","0","0","0.0","0.57","1.39","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-12","1","1","1","1.2","1.07","3.19","1.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-01","11","4","8","4.3","0.92","3.25","11.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-02","1","1","1","1.1","0.67","1.58","2.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-03","1","2","1","1.2","1.43","4.33","3.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-04","0","0","0","0.0","3.32","4.85","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-05","0","0","0","0.0","0.38","0.93","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-06","0","0","0","0.0","0.71","2.89","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-07","0","0","0","0.0","0.86","1.95","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-08","0","0","0","0.0","2.21","5.27","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-09","0","0","0","0.0","2.42","6.32","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-10","0","0","0","0.0","1.54","4.27","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-11","0","0","0","0.0","1.10","4.06","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-12","5","3","3","2.8","0.77","2.59","5.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-01","0","0","0","0.3","1.30","3.11","0.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-02","3","2","2","1.7","0.57","2.28","4.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-03","7","3","6","5.4","0.94","3.59","10.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-04","0","1","0","1.0","0.76","2.34","1.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-05","0","0","0","0.0","0.76","1.41","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-06","0","0","0","0.0","1.94","4.61","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-07","0","0","0","0.0","0.47","2.67","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-08","0","0","0","0.0","1.14","4.26","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-09","0","0","0","0.0","1.22","3.46","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-10","0","0","0","0.0","0.55","1.63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-11","0","0","0","0.6","3.31","6.14","0.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-12","2","1","2","9.2","4.21","8.26","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-01","11","4","6","6.4","0.68","2.17","12.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-02","14","5","6","5.9","1.40","4.95","19.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-03","26","7","9","12.3","1.83","7.67","39.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-04","0","1","0","2.1","1.33","4.87","2.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-05","0","0","0","0.0","0.27","1.04","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-06","0","0","0","0.0","0.56","1.75","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-07","0","0","0","0.0","0.62","1.75","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-08","0","0","0","0.0","0.65","1.32","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-09","0","0","0","0.0","1.26","4.65","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-10","0","0","0","0.0","0.98","3.61","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-11","0","0","0","0.0","0.88","2.86","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-12","2","2","8","8.0","2.76","6.61","11.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-01","31","10","19","7.9","1.19","5.22","33.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-02","26","6","18","12.4","0.67","2.96","36.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-03","13","6","8","6.7","2.05","7.48","14.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-04","0","0","0","0.0","0.72","2.25","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-05","0","0","0","0.0","1.39","5.36","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-06","0","0","0","0.0","0.31","0.87","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-07","0","0","0","0.0","0.82","1.80","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-08","0","0","0","0.0","2.37","7.04","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-09","0","0","0","0.0","2.64","4.59","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-10","0","0","0","0.0","0.18","0.41","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-11","0","0","0","0.1","1.33","4.31","0.1"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-12","0","0","0","0.5","1.42","5.38","1.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-01","2","2","3","2.2","1.20","4.34","4.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-02","8","2","4","6.5","0.84","2.57","8.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-03","3","0","1","0.3","0.82","2.21","0.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-04","0","0","0","0.0","0.55","1.41","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-05","0","0","0","0.0","0.48","1.81","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-06","0","0","0","0.0","0.53","1.55","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-07","0","0","0","0.0","0.88","2.07","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-08","0","0","0","0.0","0.63","0.82","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-09","0","0","0","0.0","2.77","3.61","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-10","0","0","0","0.0","1.79","6.42","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-11","2","1","3","3.9","1.34","5.13","4.1"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-12","18","6","13","7.7","0.77","3.20","24.1"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-01","21","7","31","13.2","1.82","7.44","39.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-02","13","4","8","4.9","0.74","3.17","15.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-03","14","4","14","6.5","0.55","2.35","16.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-04",,"2",,"5.4","1.57","4.37","7.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-05",,"0",,"0.0","0.64","2.73","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-06",,"0",,"0.0","0.28","1.03","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-07",,"0",,"0.0","3.36","5.23","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-08",,"0",,"0.0","0.38","1.54","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-09",,"0",,"0.0","1.83","6.10","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-10",,"0",,"0.0","6.11","10.67","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-11","2","1","1","1.4","1.75","2.19","1.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-12",,"2",,"3.4","1.09","5.71","5.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-01",,"2",,"4.6","0.71","2.34","9.7"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-02",,"1",,"3.1","0.64","1.29","4.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-03",,"2",,"4.1","1.41","4.68","8.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-04",,"1",,"22.4","0.87","3.46","22.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-05",,"0",,"0.0","0.92","2.64","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-06",,"0",,"0.0","0.71","1.41","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-07",,"0",,"0.0","0.14","0.63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-08",,"0",,"0.0","0.85","3.02","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-09",,"0",,"0.0","0.40","1.02","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-10",,"0",,"0.0","0.68","1.78","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-11",,"1",,"2.8","1.48","5.87","3.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-12",,"1",,"6.8","0.74","2.29","7.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-01",,"5",,"2.6","1.53","4.76","10.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-02",,"0",,"0.3","2.28","5.54","0.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-03",,"1",,"3.5","2.14","4.15","3.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-04",,"0",,"0.0","1.14","3.59","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-05",,"0",,"0.0","1.50","6.84","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-06",,"0",,"0.0","5.69","11.57","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-07",,"0",,"0.0","0.73","2.47","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-08",,"0",,"0.0","1.52","3.37","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-09",,"0",,"0.0","1.88","3.04","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-10",,"0",,"0.0","1.85","5.38","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-11",,"0",,"0.0","0.62","1.38","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-12",,"0",,"0.4","0.47","1.59","0.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-01","8","5","8","7.8","1.67","5.69","16.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-02","7","1","7","6.0","1.29","3.52","7.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-03","8","4","3","4.2","0.70","2.53","11.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-04","0","0","0","0.0","0.33","0.83","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-05","0","0","0","0.0","0.73","2.70","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-06","0","0","0","0.0","0.00","0.00","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-07","0","0","0","0.0","1.03","3.51","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-08","0","0","0","0.0","0.49","1.33","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-09","0","0","0","0.0","4.71","9.86","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-10","0","0","0","0.0","1.08","4.30","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-11","0","0","0","0.0","0.74","2.13","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-12","0","0","0","0.0","0.88","1.53","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-01","11","3","5","5.6","0.76","2.62","13.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-02","14","2","8","6.5","0.98","2.56","9.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-03","1","1","2","2.0","1.00","3.60","2.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-04","0","0","0","0.0","1.50","5.03","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-05","0","0","0","0.0","0.71","2.89","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-06","0","0","0","0.0","4.00","6.61","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-07","0","0","0","0.0","1.35","5.20","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-08","0","0","0","0.0","0.91","2.22","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-09","0","0","0","0.0","0.94","2.87","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-10","0","0","0","0.0","1.03","2.86","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-11","0","0","0","0.0","1.46","4.51","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-12","2","1","1","1.4","2.67","4.67","4.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-01","13","4","7","6.4","0.42","1.58","12.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-02","5","3","4","2.9","0.61","1.38","9.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-03","13","6","12","6.2","2.59","7.57","19.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-04","0","0","0","0.0","0.33","0.89","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-05","0","0","0","0.0","0.49","1.24","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-06","0","0","0","0.0","2.26","4.99","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-07","0","0","0","0.0","0.67","2.13","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-08","0","0","0","0.0","1.57","4.13","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-09","0","0","0","0.0","0.73","2.29","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-10","0","0","0","0.0","0.77","0.98","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-11","0","0","0","0.0","0.19","0.73","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-12","2","2","3","3.0","0.77","2.83","5.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-01","4","3","4","3.0","0.80","3.14","7.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-02","0","0","0","0.3","0.54","1.81","0.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-03","0","0","0","0.7","0.61","3.53","1.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-04","0","0","0","0.3","0.93","2.61","0.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05","0","0","0","0.0","1.56","4.48","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06","0","0","0","0.0","1.32","4.78","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07","0","0","0","0.0","0.61","1.43","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08","0","0","0","0.0","0.84","2.13","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-09","0","0","0","0.0","0.91","3.40","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-10","0","0","0","0.0","1.74","3.47","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-11","4","1","4","3.5","1.25","5.03","3.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-12","10","4","5","3.4","1.99","5.30","11.1"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-01","5","1","2","1.4","0.51","1.82","4.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-02","22","4","19","23.6","1.57","4.21","41.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-03","6","2","4","5.8","1.30","4.00","8.1"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-04",,"1",,"1.6","1.27","4.00","2.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-05","0","0","0","0.0","1.47","4.12","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-06","0","0","0","0.0","1.76","4.69","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-07",,"0",,"0.0","0.63","2.10","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-08","0","0","0","0.0","0.89","2.90","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-09",,"0",,"0.0","1.05","2.65","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-10","0","0","0","0.0","2.00","6.20","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-11","0","0","0","0.0","0.69","2.63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-12","12","3","17","11.9","1.49","5.06","21.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-01","4","3","2","1.6","0.29","1.02","4.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-02","2","1","1","2.4","0.90","1.45","2.4"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-03","6","2","8","6.5","1.32","3.39","10.6"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-04","0","0","0","0.0","4.29","9.57","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-05","0","0","0","0.0","0.67","3.07","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-06","0","0","0","0.0","0.49","1.95","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-07","0","0","0","0.0","1.20","3.87","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-08","0","0","0","0.0","1.05","4.39","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-09","0","0","0","0.0","2.87","7.44","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-10","0","0","0","0.0","0.63","1.88","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-11","1","2","4","2.0","0.80","2.92","3.9"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-12",,"2",,"4.3","0.99","3.66","7.2"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-01",,"9",,"13.4","0.75","4.46","43.3"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-02",,"4",,"5.5","0.86","2.70","17.8"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-03",,"3",,"6.1","1.30","3.88","14.5"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-04",,"0",,"0.0","0.81","3.17","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-05",,"0",,"0.0","0.92","3.98","0.0"
