"STATION","NAME","DATE","AWND","PRCP"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2016-01","12.3","3.27"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2016-02","12.8","4.18"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2016-03","12.1","3.17"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2016-04","11.4","2.91"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2016-05","9.8","2.83"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2016-06","10.7","1.33"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2016-07","9.8","0.87"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2016-08","10.5","1.72"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2016-09","11.0","1.39"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2016-10","10.7","5.46"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2016-11","10.3","2.70"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2016-12","12.1","3.26"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2017-01","12.5","4.25"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2017-02","12.8","3.22"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2017-03","13.6","4.18"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2017-04","12.1","5.74"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2017-05","11.0","3.45"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2017-06","11.4","4.85"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2017-07","9.6","4.03"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2017-08","9.2","1.58"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2017-09","10.5","3.74"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2017-10","11.0","4.15"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2017-11","11.2","1.80"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2017-12","11.4","2.49"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-01","13.4","4.92"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-02","11.2","3.77"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03","15.0","5.08"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04","11.9","4.62"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05","10.1","1.90"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06","10.3","2.96"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07","9.8","4.56"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-08","9.4","4.66"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-09","9.6","5.13"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-10","11.2","3.78"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-11","12.5","9.26"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-12","10.7","2.72"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-01","13.0","3.63"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-02","12.1","3.45"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-03","12.3","2.96"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-04","12.5","6.53"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-05","10.7","3.35"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-06","9.8","5.15"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-07","9.4","5.81"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-08","9.6","3.48"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-09","10.1","2.17"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-10","11.6","4.46"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-11","11.9","3.37"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2019-12","12.1","6.07"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-01","11.4","1.39"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-02","10.5","3.30"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-03","12.8","3.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-04","13.4","4.33"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-05","11.9","2.21"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-06","8.9","2.67"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-07","9.6","1.95"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-08","9.6","2.28"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-09","9.8","0.98"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-10","10.3","4.98"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-11","10.7","4.20"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2020-12","11.9","5.67"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-01","11.4","2.02"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-02","10.7","3.06"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-03","12.5","1.89"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-04","11.9","4.44"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-05","11.2","4.92"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-06","10.1","2.57"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-07","8.9","10.08"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-08","8.9","7.00"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-09","9.6","7.47"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-10","11.2","5.11"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-11","10.3","1.34"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2021-12","10.1","2.45"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-01","12.1","2.33"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-02","11.6","4.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-03","11.9","2.94"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-04","12.5","2.32"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-05","11.0","1.32"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-06","10.3","2.33"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-07","10.7","0.62"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-08","9.8","1.48"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-09","10.1","2.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-10","9.6","4.28"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-11","11.6","2.70"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2022-12","13.0","3.76"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-01","10.7","5.24"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-02","11.4","1.37"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-03","12.8","4.29"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-04","11.2","3.10"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-05","11.4","2.26"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-06","9.4","3.44"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-07","8.7","10.42"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-08","9.4","6.46"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-09","9.6","3.76"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-10","8.9","1.42"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-11","10.7","1.93"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2023-12","9.6","5.98"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2024-01","11.9","7.64"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2024-02","11.2","0.66"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2024-03","12.8","8.94"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2024-04","11.6","2.96"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2024-05","9.8","4.81"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2024-06","10.5","4.04"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2024-07","9.4","1.40"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2024-08","8.5","3.70"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2024-09","9.4","1.33"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2024-10","9.6","0.91"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2024-11","11.9","3.36"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2024-12",,
