Year,Month,Monthly_MSL,Linear_Trend,High_Conf.,Low_Conf.
1970,1,-0.105,-0.045,-0.04,-0.05
1970,2,-0.123,-0.045,-0.04,-0.05
1970,3,-0.086,-0.045,-0.04,-0.05
1970,4,-0.111,-0.044,-0.04,-0.049
1970,5,-0.068,-0.044,-0.039,-0.049
1970,6,-0.063,-0.044,-0.039,-0.049
1970,7,-0.105,-0.044,-0.039,-0.049
1970,8,0.018,-0.044,-0.039,-0.048
1970,9,-0.07,-0.043,-0.039,-0.048
1970,10,-0.045,-0.043,-0.038,-0.048
1970,11,-0.069,-0.043,-0.038,-0.048
1970,12,-0.062,-0.043,-0.038,-0.048
1971,1,-0.09,-0.042,-0.038,-0.047
1971,2,-0.016,-0.042,-0.037,-0.047
1971,3,-0.056,-0.042,-0.037,-0.047
